iter,recovery_rate,latency_rate,susceptibility_0,susceptibility_5,susceptibility_25,susceptibility_50,susceptibility_65,relative_vaccineEfficacyVsInfection_0,relative_vaccineEfficacyVsInfection_0.5,relative_vaccineEfficacyVsInfection_16,relative_vaccineEfficacyVsInfection_65,vaccineEfficacyVsDeath_0,vaccineEfficacyVsDeath_20,vaccineEfficacyVsDeath_65,vaccineEfficacyVsHospitalization_0,vaccineEfficacyVsHospitalization_5,vaccineEfficacyVsHospitalization_16,vaccineEfficacyVsHospitalization_65,caseMortality_0,caseMortality_5,caseMortality_18,caseMortality_50,caseMortality_65,caseHospitalization_0,caseHospitalization_5,caseHospitalization_18,caseHospitalization_50,caseHospitalization_65,R0
315,0.344019584,0.463246553,0.958787812,0.844432757,0.810361508,0.506200467,0.901492972,0,0.683790291,0.61117405,0.409273088,0.608630524,0.615234628,0.38593844,0.533434588,0.595802321,0.341086249,0.511555142,4.28E-05,1.98E-05,0.000249928,0.001293173,0.015835613,0.013544112,0.002765614,0.016108363,0.018619164,0.015835613,1.265
316,0.383735877,0.720582607,0.944417782,0.790684352,0.923123517,0.672801051,0.430995971,0,0.678154031,0.624124068,0.460642979,0.402138968,0.407578776,0.579890933,0.584434534,0.608943911,0.462297983,0.401500107,3.13E-05,3.19E-05,0.000777013,0.000821521,0.027200722,0.016420673,0.003183656,0.010059803,0.020783148,0.027200722,1.265
317,0.254723965,0.777040043,0.903410964,0.817654325,0.674046797,0.803941785,0.536202908,0,0.748901963,0.774923089,0.53486491,0.484189403,0.489188771,0.348046154,0.683507881,0.619992799,0.289056609,0.465571491,4.35E-05,3.28E-05,0.000692787,0.00103814,0.038963803,0.014229752,0.002361069,0.017875152,0.017987482,0.038963803,1.265
318,0.33383769,0.496197159,0.906649934,0.94687196,0.796572215,0.976670609,0.889750186,0,0.6665965,0.688366529,0.476013192,0.700757509,0.63226381,0.588182761,0.506397818,0.502439331,0.302227982,0.562873409,9.02E-05,2.57E-05,0.000648885,0.001203017,0.019017313,0.009675435,0.001136444,0.014075247,0.005332993,0.019017313,1.265
319,0.358834525,0.523624619,0.95145812,0.883036806,0.949891348,0.677592065,0.827324467,0,0.744539387,0.623668188,0.49784832,0.711758927,0.674573227,0.439626851,0.490537335,0.549386349,0.543069117,0.447267759,0.00014111,2.97E-05,0.001124933,0.000462526,0.02141624,0.020121372,0.002504093,0.018937209,0.024281902,0.02141624,1.265
320,0.341698092,0.482217562,0.981994621,0.873126576,0.828209696,0.994760221,0.602028231,0,0.809374376,0.759849717,0.579749313,0.537958984,0.428292184,0.45973825,0.653356297,0.578890556,0.278835559,0.497222418,7.48E-05,6.06E-05,0.000543791,0.000685342,0.021564005,0.00875674,0.001016388,0.01446749,0.021102155,0.021564005,1.265
321,0.350714698,0.60294517,0.905131411,0.998934568,0.62246353,0.6859963,0.735577813,0,0.759867702,0.618547181,0.500710301,0.571007471,0.46310101,0.537423671,0.694182614,0.483638992,0.508392487,0.51777786,4.37E-05,2.77E-05,0.000223461,0.001299018,0.030419206,0.017215248,0.001487087,0.006517765,0.014905897,0.030419206,1.265
322,0.34403272,0.566681525,0.921235979,0.720640833,0.796941221,0.670877613,0.403047321,0,0.56570853,0.666742072,0.513473463,0.495829248,0.459275453,0.61387987,0.569666786,0.490684636,0.437099867,0.495101048,4.10E-05,2.74E-05,0.001056797,0.0007807,0.031911811,0.014988452,0.00163285,0.005340848,0.019125296,0.031911811,1.265
323,0.538638094,0.526263966,0.948031445,0.997258593,0.876413141,0.605772155,0.470561613,0,0.561330488,0.623014309,0.485415121,0.564203906,0.51781088,0.473943999,0.573044947,0.449927672,0.487666991,0.407851078,0.000194539,3.44E-05,0.000889847,0.000794044,0.029154378,0.015104656,0.003561163,0.006787452,0.013401368,0.029154378,1.265
324,0.312377929,0.510881448,0.957487371,0.755587012,0.691868097,0.525884434,0.928057735,0,0.728226457,0.64469381,0.413196395,0.708281479,0.584193053,0.312875428,0.613556437,0.411282348,0.400055145,0.494400091,0.000179256,8.07E-05,0.001218842,0.000926699,0.021719151,0.015534026,0.001851699,0.02289666,0.01972868,0.021719151,1.265
325,0.317550744,0.525676006,0.967448939,0.932290643,0.679632288,0.867936208,0.64514276,0,0.723163758,0.751960138,0.463652174,0.480960363,0.433835669,0.572934832,0.563361216,0.482711789,0.447834422,0.587857608,8.88E-05,2.14E-05,0.000189316,0.00062624,0.023774825,0.017461525,0.004633447,0.008112803,0.010355096,0.023774825,1.265
326,0.437892579,0.491733026,0.983384244,0.834561878,0.846918812,0.719395013,0.692461674,0,0.61456803,0.656132143,0.468009631,0.594989163,0.682327319,0.46556023,0.582949476,0.541789983,0.388610346,0.581233425,0.000116965,2.53E-05,0.000285434,0.001283214,0.027054028,0.01276032,0.002442702,0.005771249,0.015640613,0.027054028,1.265
327,0.324534692,0.598454307,0.948329234,0.761096725,0.789262768,0.976061284,0.622024967,0,0.715172961,0.642072267,0.532030584,0.594877646,0.541382476,0.397907356,0.559729904,0.536662517,0.320234835,0.395324162,0.000126842,5.06E-05,0.001347294,0.001219285,0.025865547,0.017649737,0.0038649,0.004718361,0.014048837,0.025865547,1.265
328,0.557243344,0.427346904,0.906023489,0.979326918,0.679334583,0.621307088,0.571124958,0,0.958772006,0.564119826,0.503385478,0.582652649,0.435570064,0.328421474,0.486545015,0.463412412,0.479054533,0.420721219,9.78E-05,3.88E-05,0.000623796,0.000971128,0.03775867,0.015952953,0.003959334,0.01716988,0.02575769,0.03775867,1.265
329,0.288173929,0.491321778,0.934701087,0.76243751,0.603638257,0.894128053,0.647922896,0,0.953241443,0.614922138,0.475371,0.51905264,0.598764708,0.519725835,0.692218895,0.582035965,0.339714203,0.459894004,0.000151836,4.68E-05,0.000903618,0.001152026,0.026897574,0.012038188,0.001447528,0.011214119,0.018783518,0.026897574,1.265
330,0.526386872,0.716812583,0.998704917,0.790762962,0.769015283,0.560359486,0.558610529,0,0.600625179,0.661496695,0.520143274,0.745063753,0.569214088,0.425331441,0.524501102,0.498627542,0.321260108,0.5950124,7.03E-05,2.75E-05,0.000559733,0.001058983,0.020400596,0.019062221,0.001800157,0.004550204,0.012469803,0.020400596,1.265
331,0.331329617,0.631901092,0.934975893,0.988764494,0.948484291,0.726496786,0.954530226,0,0.551701534,0.707801832,0.481261787,0.609957951,0.59909452,0.667906126,0.605814833,0.523943892,0.416987249,0.473812542,0.000225584,6.96E-05,0.000719634,0.000405394,0.016445016,0.009116363,0.005452989,0.014878103,0.012528789,0.016445016,1.265
332,0.435813642,0.426648663,0.999182949,0.873034115,0.900171828,0.542568841,0.984157379,0,0.5431935,0.779410848,0.484574278,0.560018201,0.693774776,0.650213201,0.618860588,0.562844934,0.430635593,0.405327129,0.000203969,2.34E-05,0.000859139,0.000693703,0.011787108,0.01271575,0.002696472,0.002252032,0.017776552,0.011787108,1.265
333,0.447191293,0.452644879,0.921462555,0.829857499,0.653426339,0.574640427,0.58800593,0,0.739647712,0.539561456,0.505483053,0.666468151,0.663805212,0.550969296,0.622919205,0.439558431,0.403361291,0.490150983,9.82E-05,6.53E-05,0.000894452,0.001369812,0.022596528,0.01916694,0.004384915,0.00500161,0.008130455,0.022596528,1.265
334,0.521092272,0.526005355,0.932439427,0.746616459,0.64250205,0.827786785,0.88454759,0,0.599940703,0.609574823,0.58581161,0.665246851,0.433259358,0.556356683,0.555068643,0.415304445,0.298575426,0.506445714,8.32E-05,5.29E-05,0.000610747,0.001348165,0.031770608,0.017942163,0.001619686,0.019599356,0.013614064,0.031770608,1.265
335,0.250496628,0.444059606,0.981909287,0.901298039,0.893519497,0.691304527,0.926403912,0,0.482949523,0.562273299,0.450765513,0.545748075,0.567949107,0.381402994,0.563068654,0.644979178,0.51262159,0.513278416,0.000116318,6.25E-05,0.000897215,0.000585247,0.029094543,0.005666549,0.004510268,0.017091658,0.008174919,0.029094543,1.265
336,0.314425737,0.481636991,0.996199788,0.772786902,0.861713699,0.603045163,0.589564171,0,0.751201885,0.574353558,0.546348507,0.521489121,0.69644466,0.443014441,0.596086764,0.447010478,0.379147665,0.546561051,6.37E-05,5.92E-05,0.000122273,0.000530682,0.01762601,0.023661591,0.004391883,0.005128131,0.017137104,0.01762601,1.265
337,0.344972533,0.534879696,0.980585116,0.83339895,0.761853523,0.93820248,0.803842539,0,0.707339706,0.883239145,0.530832497,0.4263976,0.547249466,0.389764725,0.476789663,0.472849968,0.481123366,0.435418413,7.02E-05,2.83E-05,0.000347502,0.001116175,0.019893532,0.01492866,0.004459226,0.008180483,0.016328251,0.019893532,1.265
338,0.589738868,0.587153242,0.912067032,0.942176056,0.983872882,0.67892423,0.748344694,0,0.742606311,0.679677951,0.449969189,0.550831771,0.444106188,0.505963695,0.54138305,0.579774731,0.373105006,0.505382519,5.90E-05,3.38E-05,0.000458156,0.001273912,0.013577194,0.01066765,0.004531225,0.00476304,0.004110681,0.013577194,1.265
339,0.502176414,0.536112703,0.935182299,0.849075237,0.922218069,0.59866479,0.596451468,0,0.854192738,0.650250242,0.493181629,0.503101222,0.609642672,0.343801107,0.52272906,0.633169565,0.517346012,0.441876597,0.000141683,2.79E-05,0.00034263,0.000508659,0.013945252,0.010473378,0.002108454,0.006649539,0.015709464,0.013945252,1.265
340,1.019502313,0.609926729,0.968407504,0.87770373,0.784347223,0.774749086,0.687147657,0,0.869819592,0.732914107,0.490827219,0.591361424,0.691837559,0.485215988,0.616576554,0.500896695,0.416412356,0.498300612,8.76E-05,1.73E-05,0.000250805,0.000529455,0.026160285,0.007488118,0.00118321,0.0094349,0.013772983,0.026160285,1.265
341,0.265749509,0.45984524,0.976601901,0.994275898,0.880405055,0.755505325,0.776812712,0,0.662319304,0.708949899,0.536076183,0.538750753,0.505590308,0.362757993,0.536947239,0.606495272,0.426007961,0.512009829,0.000138627,1.53E-05,0.000430759,0.00068525,0.013895999,0.016526374,0.001245039,0.015075588,0.007723537,0.013895999,1.265
342,0.56268806,0.522741882,0.959346403,0.996014599,0.781249298,0.548153341,0.464058009,0,0.814926435,0.606294329,0.446689193,0.681923092,0.414166072,0.68809348,0.618723684,0.501783683,0.357987122,0.430978139,0.000174158,2.88E-05,0.000634749,0.001326945,0.014989118,0.017109912,0.005389221,0.010414303,0.021049711,0.014989118,1.265
343,0.223959978,0.505546064,0.940490091,0.730679903,0.759833151,0.645684537,0.422262824,0,0.602268088,0.580417453,0.515562722,0.528665065,0.610801739,0.354409985,0.695412798,0.513882294,0.508926735,0.422659703,0.000156818,3.91E-05,0.00037707,0.000818264,0.022925884,0.01639567,0.00442976,0.022643284,0.015373464,0.022925884,1.265
344,0.328069732,0.495380639,0.917821193,0.874967936,0.808233574,0.927313984,0.893635926,0,0.572862453,0.655256058,0.573720044,0.647940335,0.587982776,0.363896424,0.467504779,0.61223267,0.386730509,0.501227717,0.000240188,3.34E-05,0.000615898,0.000961985,0.009219158,0.019678684,0.002684597,0.01879098,0.018355,0.009219158,1.265
345,0.258114695,0.411531002,0.952744082,0.763531785,0.938179281,0.723582263,0.556879878,0,0.527404893,0.689159693,0.517034027,0.537928688,0.565889439,0.591701937,0.63975927,0.56557321,0.471001162,0.524536398,0.000153029,5.69E-05,0.000724029,0.000450907,0.033767676,0.020963028,0.002375126,0.019621791,0.011706074,0.033767676,1.265
346,0.333424769,0.613772768,0.940069493,0.929833358,0.690293801,0.941799505,0.392476829,0,0.629418491,0.711795527,0.455514877,0.734578009,0.60927925,0.48145166,0.568585004,0.566797907,0.498736697,0.499598052,0.00011309,3.93E-05,0.000624356,0.000613251,0.014409666,0.017767638,0.002862494,0.024109678,0.02159701,0.014409666,1.265
347,0.268726292,0.626627109,0.92996094,0.919590475,0.994909151,0.710301796,0.758586739,0,0.887040416,0.803562741,0.477694564,0.636435779,0.508953213,0.665600113,0.567629087,0.437513233,0.411436141,0.470231648,0.000184414,6.43E-05,0.000114666,0.001132697,0.01081266,0.008671251,0.002541806,0.027435897,0.018726229,0.01081266,1.265
348,0.45665591,0.468890503,0.941192122,0.706232406,0.762080129,0.743258728,0.528004759,0,0.729892687,0.669729566,0.553130864,0.419046495,0.617712625,0.42680184,0.620977602,0.448688153,0.46768721,0.45975726,3.63E-05,3.90E-05,0.000515728,0.00130793,0.015281312,0.021821104,0.001716521,0.00393395,0.02383785,0.015281312,1.265
349,0.2985763,0.525111871,0.934672072,0.974919737,0.783004857,0.917060231,0.516749758,0,0.690284461,0.679911109,0.548461829,0.543195276,0.584251984,0.629411833,0.650732022,0.526858147,0.321679422,0.409850093,0.000149909,4.07E-05,0.000200224,0.001094998,0.02023875,0.016221645,0.004187411,0.015693918,0.020361506,0.02023875,1.265
350,0.411387393,0.540516808,0.954040659,0.902065263,0.983945076,0.795077475,0.820904687,0,0.785149245,0.580789707,0.529946679,0.460548656,0.532473141,0.639405478,0.525400311,0.519929629,0.434504694,0.469027502,0.000130213,2.69E-05,0.000938483,0.000988952,0.025986464,0.012654772,0.003768134,0.022760204,0.017574278,0.025986464,1.265
351,0.321727347,0.587586936,0.934001519,0.733822248,0.674828944,0.65780193,0.373432892,0,0.787590887,0.662082396,0.467445243,0.698936953,0.453341302,0.444013883,0.646649553,0.502733057,0.347230658,0.49816321,5.29E-05,2.52E-05,0.00051723,0.000970348,0.007178645,0.01631529,0.001230076,0.004180577,0.020069635,0.007178645,1.265
352,0.415661216,0.623389075,0.968518995,0.793285507,0.608703593,0.96003813,0.786916419,0,0.778649276,0.612069388,0.468971329,0.448181065,0.401965068,0.313923082,0.649972289,0.457794509,0.392754061,0.511725114,0.000149315,2.51E-05,0.000323162,0.000962865,0.0317718,0.012824257,0.000736371,0.01316079,0.024688011,0.0317718,1.265
353,0.553642919,0.504937244,0.927619633,0.727505475,0.885964056,0.836698071,0.553770304,0,0.572819775,0.773428199,0.489464376,0.499881934,0.432023742,0.587946526,0.498487731,0.58244632,0.343169659,0.454308922,0.000239606,7.11E-05,0.000967056,0.001144966,0.00360419,0.005781824,0.004986299,0.019295208,0.0194807,0.00360419,1.265
354,0.573118078,0.429130768,0.915642019,0.978384595,0.870260329,0.797647831,0.815134079,0,0.78283402,0.714725197,0.550603354,0.700905774,0.502280808,0.553859453,0.638650462,0.625066094,0.348292284,0.450288944,0.00012794,7.34E-05,0.000851639,0.000705805,0.017516134,0.019032744,0.00256319,0.004846463,0.023954215,0.017516134,1.265
355,0.311837963,0.486431056,0.918852219,0.798892535,0.847770493,0.713038152,0.943842019,0,0.802033728,0.808516651,0.532669236,0.680700804,0.513582862,0.54158585,0.552464853,0.531754275,0.496068429,0.39521585,7.31E-05,2.32E-05,0.000514312,0.000897915,0.03113335,0.013184961,0.004410089,0.004157166,0.022469676,0.03113335,1.265
356,0.428043569,0.484347839,0.929778247,0.851032007,0.860534837,0.833312896,0.977674384,0,0.728846012,0.634201463,0.46645123,0.626774874,0.611776401,0.340323104,0.544202634,0.490893477,0.383652689,0.485459045,0.000145218,2.22E-05,0.000125657,0.001412958,0.029747644,0.009442297,0.003920999,0.006525139,0.021114133,0.029747644,1.265
357,0.419365568,0.509590979,0.911618394,0.862669251,0.876353126,0.589635428,0.475823525,0,0.844250081,0.710963727,0.514947087,0.663278282,0.50899112,0.657201734,0.552668437,0.521300988,0.453518226,0.517529257,6.81E-05,3.55E-05,0.00017592,0.001499365,0.023733962,0.018892507,0.003578681,0.022255446,0.009871348,0.023733962,1.265
358,0.35325534,0.636789105,0.941131982,0.851857055,0.828083254,0.714894311,0.689684721,0,0.857489671,0.613538104,0.44641308,0.549284001,0.67258082,0.491641486,0.63844308,0.46079119,0.270650486,0.520317628,9.53E-05,1.52E-05,0.000208602,0.000851954,0.022358767,0.00870021,0.001521882,0.014775189,0.012797372,0.022358767,1.265
359,0.246224034,0.525572604,0.927738164,0.93145196,0.950747073,0.875316562,0.99963883,0,0.812885642,0.713792681,0.561996298,0.447433808,0.511464667,0.483855121,0.614717814,0.623004064,0.352922809,0.507298129,0.000124369,3.93E-05,0.000490626,0.000533159,0.014610172,0.005611061,0.003984542,0.016913276,0.022406546,0.014610172,1.265
360,0.398795039,0.70170713,0.9079694,0.844708781,0.911366834,0.789531354,0.627860835,0,0.553257796,0.681691309,0.505549775,0.421416958,0.694102696,0.546652563,0.689151347,0.559566399,0.326430488,0.502523563,0.000160266,3.99E-05,0.000456518,0.000972719,0.00519781,0.011501044,0.001536594,0.015899475,0.00438104,0.00519781,1.265
361,0.675105357,0.437796237,0.931185144,0.766989011,0.909037494,0.851288934,0.7955808,0,0.897702934,0.808224974,0.523665645,0.728007149,0.528319167,0.558547792,0.517882664,0.486277483,0.45036878,0.480546598,8.75E-05,3.05E-05,0.000201343,0.001485997,0.007193246,0.018369929,0.004558458,0.016276713,0.013354391,0.007193246,1.265
362,0.316440427,0.483700371,0.953183628,0.929481888,0.82617349,0.576586496,0.470890754,0,0.641800121,0.615470521,0.546841149,0.678676022,0.605869838,0.565094023,0.600810511,0.378972942,0.520580334,0.480387373,0.000135325,8.20E-05,0.000697382,0.001210326,0.009916717,0.009711126,0.002813266,0.005032919,0.026441584,0.009916717,1.265
363,0.374418731,0.732388398,0.936215076,0.703019546,0.697039184,0.876762321,0.803369663,0,0.79028756,0.80152703,0.500204219,0.716629551,0.54055977,0.360863412,0.601000269,0.393435049,0.398024908,0.416431851,4.87E-05,5.55E-05,0.00011881,0.000882479,0.015947815,0.019516048,0.001944776,0.01788483,0.017958284,0.015947815,1.265
364,0.641877519,0.469169588,0.96168061,0.912567383,0.982871759,0.766748125,0.336440545,0,0.736163505,0.696634177,0.411095087,0.516809356,0.668516187,0.397647631,0.565892177,0.426438352,0.406381452,0.532804976,0.000126828,4.16E-05,0.00059874,0.001187442,0.04074124,0.011705672,0.004115349,0.014167169,0.020641718,0.04074124,1.265
365,0.277710638,0.632307497,0.965916294,0.76086837,0.93404836,0.853373941,0.990022675,0,0.507474737,0.719044593,0.539245554,0.496705659,0.572108541,0.42331744,0.609893934,0.518661084,0.470929608,0.44516742,0.000188114,6.66E-05,0.000758641,0.00117413,0.037556678,0.013111299,0.002039048,0.024841745,0.016522624,0.037556678,1.265
366,0.387205701,0.4339705,0.918093293,0.733383432,0.707720357,0.916069663,0.529673095,0,0.681647312,0.745327922,0.571249221,0.661266237,0.6120838,0.352422492,0.498089967,0.524115,0.47090662,0.502720363,0.000117099,4.99E-05,0.001146918,0.000166506,0.015844973,0.008865699,0.002273889,0.008594331,0.016139,0.015844973,1.265
367,0.401974944,0.486363194,0.925055726,0.953420642,0.653267994,0.530307925,0.483438625,0,0.512063433,0.688294429,0.412015961,0.577023833,0.62103703,0.489737208,0.531755853,0.535405732,0.512835762,0.416932278,0.000238338,2.73E-05,0.000115505,0.001175483,0.027130163,0.01434549,0.002306063,0.008722822,0.006996835,0.027130163,1.265
368,0.446148072,0.534271597,0.964616015,0.771461162,0.880133964,0.674456318,0.327506657,0,0.824115734,0.689250096,0.494446118,0.683294629,0.557131245,0.576854538,0.616570443,0.458094224,0.475933726,0.547282675,0.000172764,4.07E-05,0.000694808,0.001051878,0.021753448,0.01230136,0.004370733,0.005577151,0.01815547,0.021753448,1.265
369,0.410461693,0.589370966,0.971154903,0.807881094,0.607700086,0.879582394,0.650597137,0,0.804019092,0.593254265,0.426388489,0.547712464,0.479934691,0.37573007,0.561324656,0.457120765,0.26500998,0.470285507,0.000115653,4.60E-05,0.000196043,0.00056441,0.028455386,0.017808842,0.005330399,0.010618159,0.018774199,0.028455386,1.265
370,0.336995326,0.438685909,0.965691237,0.948782434,0.868313094,0.670164415,0.639399617,0,0.687605328,0.769168513,0.441531765,0.404860486,0.517187867,0.46522725,0.661266101,0.621886279,0.419588631,0.467227199,0.000121831,2.44E-05,0.000932433,0.001523373,0.027748426,0.009974997,0.003979747,0.020342899,0.012327064,0.027748426,1.265
371,0.376701074,0.522312802,0.95074924,0.934555381,0.652900999,0.989704735,0.866095869,0,0.456325498,0.799063464,0.464773789,0.595692931,0.688405623,0.504435562,0.637018865,0.643505401,0.472236909,0.499314335,7.56E-05,8.16E-05,0.000276645,0.001293034,0.038751716,0.011531205,0.00331064,0.012068191,0.023544384,0.038751716,1.265
372,0.512327823,0.848858267,0.991219089,0.904733493,0.726122409,0.744294049,0.320697474,0,0.725816228,0.819002273,0.488967701,0.569235012,0.434772161,0.574059707,0.583513477,0.537028325,0.389872508,0.419435207,4.51E-05,7.20E-05,0.000712257,0.000663672,0.01235838,0.015015256,0.000948415,0.017120633,0.014054103,0.01235838,1.265
